District,stream,degree,year,students_sat,students_passed,z-score_cutoff
kegalle,physical science,ENGINEERING University of Sri Jayewardenepura,2022,1243,697,1.7507
ratnapura,physical science,ENGINEERING University of Sri Jayewardenepura,2022,1515,827,1.8441
gampaha,physical science,ENGINEERING University of Jaffna,2022,3289,1798,1.4031
matale,physical science,ENGINEERING University of Jaffna,2022,445,247,1.392
kandy,physical science,ENGINEERING University of Jaffna,2022,2088,1180,1.5391
nuwara eliya,physical science,ENGINEERING University of Jaffna,2022,617,290,1.3978
kilinochchi,physical science,ENGINEERING University of Jaffna,2022,210,89,1.3255
mannar,physical science,ENGINEERING University of Jaffna,2022,98,55,1.388
mullaitivu,physical science,ENGINEERING University of Jaffna,2022,109,61,1.3682
vavuniya,physical science,ENGINEERING University of Jaffna,2022,211,117,1.3911
trincomalee,physical science,ENGINEERING University of Jaffna,2022,385,224,1.3429
batticaloa,physical science,ENGINEERING University of Jaffna,2022,580,344,1.4842
ampara,physical science,ENGINEERING University of Jaffna,2022,862,459,1.3419
puttalam,physical science,ENGINEERING University of Jaffna,2022,715,417,1.3371
anuradhapura,physical science,ENGINEERING University of Jaffna,2022,1136,536,1.3887
polonnaruwa,physical science,ENGINEERING University of Jaffna,2022,430,210,1.4474
badulla,physical science,ENGINEERING University of Jaffna,2022,1400,793,1.5255
monaragala,physical science,ENGINEERING University of Jaffna,2022,603,332,1.3542
ratnapura,physical science,ENGINEERING University of Jaffna,2022,1515,827,1.4062
colombo,physical science,ENGINEERING University of Ruhuna,2022,4500,2715,1.6861
gampaha,physical science,ENGINEERING University of Ruhuna,2022,3289,1798,1.6079
kalutara,physical science,ENGINEERING University of Ruhuna,2022,1895,1086,1.6421
matale,physical science,ENGINEERING University of Ruhuna,2022,445,247,1.652
kandy,physical science,ENGINEERING University of Ruhuna,2022,2088,1180,1.6097
nuwara eliya,physical science,ENGINEERING University of Ruhuna,2022,617,290,1.6081
galle,physical science,ENGINEERING University of Ruhuna,2022,2321,1430,1.7063
matara,physical science,ENGINEERING University of Ruhuna,2022,1921,1175,1.784
hambantota,physical science,ENGINEERING University of Ruhuna,2022,1346,726,1.6355
kilinochchi,physical science,ENGINEERING University of Ruhuna,2022,210,89,1.6368
mannar,physical science,ENGINEERING University of Ruhuna,2022,98,55,1.6789
mullaitivu,physical science,ENGINEERING University of Ruhuna,2022,109,61,1.6311
vavuniya,physical science,ENGINEERING University of Ruhuna,2022,211,117,1.6191
trincomalee,physical science,ENGINEERING University of Ruhuna,2022,385,224,1.6188
batticaloa,physical science,ENGINEERING University of Ruhuna,2022,580,344,1.6126
ampara,physical science,ENGINEERING University of Ruhuna,2022,862,459,1.6166
puttalam,physical science,ENGINEERING University of Ruhuna,2022,715,417,1.6414
kurunegala,physical science,ENGINEERING University of Ruhuna,2022,2592,1458,1.6211
anuradhapura,physical science,ENGINEERING University of Ruhuna,2022,1136,536,1.6126
polonnaruwa,physical science,ENGINEERING University of Ruhuna,2022,430,210,1.6687
badulla,physical science,ENGINEERING University of Ruhuna,2022,1400,793,1.608
monaragala,physical science,ENGINEERING University of Ruhuna,2022,603,332,1.6237
kegalle,physical science,ENGINEERING University of Ruhuna,2022,1243,697,1.6435
ratnapura,physical science,ENGINEERING University of Ruhuna,2022,1515,827,1.6228
colombo,physical science,ENGINEERING University of Moratuwa,2022,4500,2715,2.1036
gampaha,physical science,ENGINEERING University of Moratuwa,2022,3289,1798,2.1067
kalutara,physical science,ENGINEERING University of Moratuwa,2022,1895,1086,2.1193
matale,physical science,ENGINEERING University of Moratuwa,2022,445,247,2.1393
kandy,physical science,ENGINEERING University of Moratuwa,2022,2088,1180,2.1072
nuwara eliya,physical science,ENGINEERING University of Moratuwa,2022,617,290,2.1524
galle,physical science,ENGINEERING University of Moratuwa,2022,2321,1430,2.101
matara,physical science,ENGINEERING University of Moratuwa,2022,1921,1175,2.1146
hambantota,physical science,ENGINEERING University of Moratuwa,2022,1346,726,2.1096
jaffna,physical science,ENGINEERING University of Moratuwa,2022,1219,762,2.1167
kilinochchi,physical science,ENGINEERING University of Moratuwa,2022,210,89,2.1576
mannar,physical science,ENGINEERING University of Moratuwa,2022,98,55,2.2964
vavuniya,physical science,ENGINEERING University of Moratuwa,2022,211,117,2.1726
trincomalee,physical science,ENGINEERING University of Moratuwa,2022,385,224,2.2361
batticaloa,physical science,ENGINEERING University of Moratuwa,2022,580,344,2.1146
ampara,physical science,ENGINEERING University of Moratuwa,2022,862,459,2.2577
puttalam,physical science,ENGINEERING University of Moratuwa,2022,715,417,2.1492
kurunegala,physical science,ENGINEERING University of Moratuwa,2022,2592,1458,2.1101
anuradhapura,physical science,ENGINEERING University of Moratuwa,2022,1136,536,2.1096
polonnaruwa,physical science,ENGINEERING University of Moratuwa,2022,430,210,2.2829
badulla,physical science,ENGINEERING University of Moratuwa,2022,1400,793,2.102
monaragala,physical science,ENGINEERING University of Moratuwa,2022,603,332,2.1015
kegalle,physical science,ENGINEERING University of Moratuwa,2022,1243,697,2.1115
ratnapura,physical science,ENGINEERING University of Moratuwa,2022,1515,827,2.1048
matale,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,445,247,1.0985
kandy,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,2088,1180,1.5351
nuwara eliya,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,617,290,0.7247
kilinochchi,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,210,89,1.2605
mannar,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,98,55,1.1786
mullaitivu,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,109,61,0.8143
vavuniya,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,211,117,1.3571
trincomalee,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,385,224,1.2946
batticaloa,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,580,344,1.5402
ampara,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,862,459,1.3775
puttalam,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,715,417,1.2173
polonnaruwa,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,430,210,0.7871
monaragala,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,603,332,1.311
ratnapura,physical science,ENGINEERING South Eastern University of Sri Lanka,2022,1515,827,1.4407
colombo,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,4500,2715,1.6123
gampaha,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,3289,1798,1.6342
kalutara,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,1895,1086,1.6319
matale,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,445,247,1.8713
kandy,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,2088,1180,1.6176
nuwara eliya,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,617,290,1.7593
galle,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,2321,1430,1.6196
matara,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,1921,1175,1.6129
hambantota,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,1346,726,1.6148
jaffna,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,1219,762,1.6366
vavuniya,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,211,117,1.8869
batticaloa,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,580,344,2.287
puttalam,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,715,417,1.7712
kurunegala,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,2592,1458,1.6149
anuradhapura,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,1136,536,1.6293
polonnaruwa,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,430,210,1.6465
badulla,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,1400,793,1.879
monaragala,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,603,332,1.6545
kegalle,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,1243,697,1.6197
ratnapura,physical science,COMPUTER SCIENCE University of Colombo School of Computing,2022,1515,827,1.6347
colombo,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,4500,2715,1.5054
gampaha,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,3289,1798,1.5127
kalutara,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,1895,1086,1.5057
kandy,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,2088,1180,1.5137
galle,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,2321,1430,1.5121
matara,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,1921,1175,1.5127
hambantota,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,1346,726,1.5117
jaffna,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,1219,762,1.5073
kurunegala,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,2592,1458,1.5103
kegalle,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,1243,697,1.5524
ratnapura,physical science,COMPUTER SCIENCE University of Sri Jayewardenepura,2022,1515,827,1.5303
colombo,physical science,COMPUTER SCIENCE University of Kelaniya,2022,4500,2715,1.5246
gampaha,physical science,COMPUTER SCIENCE University of Kelaniya,2022,3289,1798,1.5586
kalutara,physical science,COMPUTER SCIENCE University of Kelaniya,2022,1895,1086,1.5193
kandy,physical science,COMPUTER SCIENCE University of Kelaniya,2022,2088,1180,1.538
galle,physical science,COMPUTER SCIENCE University of Kelaniya,2022,2321,1430,1.5537
matara,physical science,COMPUTER SCIENCE University of Kelaniya,2022,1921,1175,1.5253
hambantota,physical science,COMPUTER SCIENCE University of Kelaniya,2022,1346,726,1.5284
jaffna,physical science,COMPUTER SCIENCE University of Kelaniya,2022,1219,762,1.5575
trincomalee,physical science,COMPUTER SCIENCE University of Kelaniya,2022,385,224,1.5422
kurunegala,physical science,COMPUTER SCIENCE University of Kelaniya,2022,2592,1458,1.5525
kegalle,physical science,COMPUTER SCIENCE University of Kelaniya,2022,1243,697,1.5784
ratnapura,physical science,COMPUTER SCIENCE University of Kelaniya,2022,1515,827,1.5353
colombo,physical science,COMPUTER SCIENCE University of Jaffna,2022,4500,2715,1.2741
gampaha,physical science,COMPUTER SCIENCE University of Jaffna,2022,3289,1798,1.1092
matale,physical science,COMPUTER SCIENCE University of Jaffna,2022,445,247,1.2467
kandy,physical science,COMPUTER SCIENCE University of Jaffna,2022,2088,1180,1.1251
jaffna,physical science,COMPUTER SCIENCE University of Jaffna,2022,1219,762,1.3709
kilinochchi,physical science,COMPUTER SCIENCE University of Jaffna,2022,210,89,1.2027
vavuniya,physical science,COMPUTER SCIENCE University of Jaffna,2022,211,117,1.2433
trincomalee,physical science,COMPUTER SCIENCE University of Jaffna,2022,385,224,1.2893
batticaloa,physical science,COMPUTER SCIENCE University of Jaffna,2022,580,344,1.1515
ampara,physical science,COMPUTER SCIENCE University of Jaffna,2022,862,459,1.1527
puttalam,physical science,COMPUTER SCIENCE University of Jaffna,2022,715,417,1.1268
kurunegala,physical science,COMPUTER SCIENCE University of Jaffna,2022,2592,1458,1.1948
anuradhapura,physical science,COMPUTER SCIENCE University of Jaffna,2022,1136,536,1.1079
badulla,physical science,COMPUTER SCIENCE University of Jaffna,2022,1400,793,1.161
monaragala,physical science,COMPUTER SCIENCE University of Jaffna,2022,603,332,1.1033
kegalle,physical science,COMPUTER SCIENCE University of Jaffna,2022,1243,697,1.2459
ratnapura,physical science,COMPUTER SCIENCE University of Jaffna,2022,1515,827,1.1817
colombo,physical science,COMPUTER SCIENCE University of Ruhuna,2022,4500,2715,1.3257
gampaha,physical science,COMPUTER SCIENCE University of Ruhuna,2022,3289,1798,1.3241
kalutara,physical science,COMPUTER SCIENCE University of Ruhuna,2022,1895,1086,1.4002
kandy,physical science,COMPUTER SCIENCE University of Ruhuna,2022,2088,1180,1.3349
galle,physical science,COMPUTER SCIENCE University of Ruhuna,2022,2321,1430,1.3671
matara,physical science,COMPUTER SCIENCE University of Ruhuna,2022,1921,1175,1.4776
hambantota,physical science,COMPUTER SCIENCE University of Ruhuna,2022,1346,726,1.4149
jaffna,physical science,COMPUTER SCIENCE University of Ruhuna,2022,1219,762,1.3711
kurunegala,physical science,COMPUTER SCIENCE University of Ruhuna,2022,2592,1458,1.3281
anuradhapura,physical science,COMPUTER SCIENCE University of Ruhuna,2022,1136,536,1.3514
badulla,physical science,COMPUTER SCIENCE University of Ruhuna,2022,1400,793,1.3583
kegalle,physical science,COMPUTER SCIENCE University of Ruhuna,2022,1243,697,1.3279
ratnapura,physical science,COMPUTER SCIENCE University of Ruhuna,2022,1515,827,1.3333
gampaha,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,3289,1798,1.1211
matale,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,445,247,0.8035
kandy,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,2088,1180,0.8446
nuwara eliya,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,617,290,0.4791
kilinochchi,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,210,89,0.8907
mannar,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,98,55,0.5131
mullaitivu,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,109,61,0.6127
vavuniya,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,211,117,0.7283
trincomalee,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,385,224,0.7455
batticaloa,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,580,344,1.056
ampara,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,862,459,0.8677
puttalam,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,715,417,0.6784
anuradhapura,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,1136,536,0.7886
polonnaruwa,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,430,210,0.5547
badulla,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,1400,793,1.1729
monaragala,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,603,332,0.8722
ratnapura,physical science,COMPUTER SCIENCE Eastern University - Trincomalee Campus,2022,1515,827,1.2067
colombo,physical science,PHYSICAL SCIENCE University of Colombo,2022,4500,2715,1.2613
gampaha,physical science,PHYSICAL SCIENCE University of Colombo,2022,3289,1798,1.2675
kalutara,physical science,PHYSICAL SCIENCE University of Colombo,2022,1895,1086,1.2645
kandy,physical science,PHYSICAL SCIENCE University of Colombo,2022,2088,1180,1.2615
galle,physical science,PHYSICAL SCIENCE University of Colombo,2022,2321,1430,1.2617
matara,physical science,PHYSICAL SCIENCE University of Colombo,2022,1921,1175,1.2642
hambantota,physical science,PHYSICAL SCIENCE University of Colombo,2022,1346,726,1.2677
jaffna,physical science,PHYSICAL SCIENCE University of Colombo,2022,1219,762,1.2689
trincomalee,physical science,PHYSICAL SCIENCE University of Colombo,2022,385,224,1.3205
batticaloa,physical science,PHYSICAL SCIENCE University of Colombo,2022,580,344,1.3694
ampara,physical science,PHYSICAL SCIENCE University of Colombo,2022,862,459,1.638
puttalam,physical science,PHYSICAL SCIENCE University of Colombo,2022,715,417,1.369
kurunegala,physical science,PHYSICAL SCIENCE University of Colombo,2022,2592,1458,1.2604
anuradhapura,physical science,PHYSICAL SCIENCE University of Colombo,2022,1136,536,1.3592
polonnaruwa,physical science,PHYSICAL SCIENCE University of Colombo,2022,430,210,2.296
badulla,physical science,PHYSICAL SCIENCE University of Colombo,2022,1400,793,1.2654
kegalle,physical science,PHYSICAL SCIENCE University of Colombo,2022,1243,697,1.261
ratnapura,physical science,PHYSICAL SCIENCE University of Colombo,2022,1515,827,1.2627
colombo,physical science,PHYSICAL SCIENCE University of Peradeniya,2022,4500,2715,1.1588
gampaha,physical science,PHYSICAL SCIENCE University of Peradeniya,2022,3289,1798,1.1551
kalutara,physical science,PHYSICAL SCIENCE University of Peradeniya,2022,1895,1086,1.1531
